pc4,lat,lon
6216,50.849,5.659
4119,51.950,5.329
4302,51.644,3.905
4383,51.457,3.571
9574,52.903,6.901
9101,53.325,6.000
2903,51.931,4.591
1075,52.352,4.859
3029,51.907,4.437
3023,51.913,4.451
1901,52.553,4.664
8403,52.978,6.039
3403,52.024,5.025
7397,52.296,6.057
9293,53.305,6.190
6841,51.969,5.898
8621,52.970,5.610
7121,51.926,6.591
4616,51.478,4.289
6862,51.983,5.846
8152,52.446,6.333
7894,52.719,7.042
7559,52.294,6.807
7351,52.122,5.897
9354,53.122,6.344
8816,53.202,5.618
7514,52.226,6.896
7316,52.229,5.964
1328,52.373,5.265
1401,52.278,5.170
2573,52.065,4.284
8372,52.737,5.948
1503,52.447,4.841
7471,52.236,6.584
2181,52.295,4.587
3415,51.982,4.865
7078,51.841,6.390
4285,51.813,4.997
7925,52.636,6.463
2544,52.044,4.257
7666,52.380,6.804
4233,51.954,4.964
3208,51.836,4.311
1718,52.717,4.938
3621,52.174,5.003
7562,52.302,6.879
5315,51.775,5.218
7431,52.289,6.151
1111,52.343,4.967
8084,52.414,5.879
4521,51.330,3.685
7974,52.775,6.184
5471,51.680,5.510
7582,52.259,7.000
9969,53.402,6.481
7788,52.631,6.653
1083,52.330,4.884
9073,53.323,5.801
5246,51.700,5.343
9736,53.249,6.601
8224,52.513,5.485
5375,51.744,5.682
9254,53.215,5.942
8479,52.859,5.948
9494,53.115,6.590
4283,51.787,5.032
9996,53.380,6.696
9251,53.194,5.993
2592,52.093,4.355
1077,52.346,4.874
3212,51.824,4.281
8303,52.709,5.735
3651,52.149,4.855
4482,51.481,3.918
5472,51.677,5.509
9862,53.221,6.307
5703,51.480,5.684
8745,53.070,5.478
4062,51.859,5.408
6422,50.845,6.003
3863,52.215,5.462
1318,52.382,5.249
5504,51.404,5.398
5306,51.817,5.091
4332,51.506,3.624
5396,51.800,5.464
9795,53.272,6.732
3774,52.152,5.672
3582,52.080,5.132
8275,52.536,6.013
9479,53.123,6.663
2021,52.393,4.643
1027,52.409,4.966
1968,52.522,4.655
8415,52.961,6.034
7423,52.254,6.208
4261,51.759,5.126
1734,52.718,4.877
8389,52.911,6.151
2665,52.012,4.537
4273,51.734,4.895
2408,52.121,4.650
4536,51.317,3.849
8293,52.567,6.006
4903,51.618,4.871
7119,51.966,6.661
3898,52.377,5.589
1696,52.669,5.116
4194,51.869,5.285
4382,51.452,3.570
3648,52.198,4.893
1781,52.956,4.768
7005,51.956,6.295
7605,52.350,6.654
9404,52.987,6.576
9906,53.382,6.861
3248,51.769,4.071
5443,51.690,5.862
8551,52.942,5.629
4235,51.957,4.951
1834,52.660,4.786
7091,51.865,6.487
5851,51.635,6.016
8241,52.539,5.457
2514,52.085,4.310
2263,52.097,4.400
5234,51.725,5.288
9678,53.146,6.988
9573,52.934,6.949
1057,52.368,4.855
9535,52.895,6.738
5406,51.653,5.620
5447,51.658,5.887
9122,53.350,6.034
8162,52.349,5.970
5953,51.283,6.079
8312,52.765,5.658
6131,50.999,5.866
5802,51.522,5.987
8281,52.621,6.040
6531,51.830,5.849
3065,51.925,4.552
6063,51.136,6.083
3533,52.087,5.086
5341,51.768,5.521
1444,52.523,4.963
1036,52.408,4.903
1186,52.286,4.867
6171,50.969,5.768
8485,52.848,5.882
1551,52.453,4.775
4122,51.942,5.137
9091,53.264,5.839
9974,53.339,6.304
9004,53.162,5.865
9521,52.964,6.943
8302,52.719,5.744
7003,51.963,6.306
4551,51.233,3.797
1406,52.270,5.155
1102,52.317,4.952
3703,52.080,5.227
6199,50.921,5.778
2493,52.061,4.398
2252,52.125,4.439
1055,52.380,4.852
6975,52.135,6.128
9057,53.233,5.785
7909,52.723,6.453
4142,51.889,5.081
6307,50.829,5.844
1716,52.706,4.946
2726,52.068,4.488
9108,53.273,5.994
4255,51.774,4.920
5213,51.695,5.326
5172,51.652,5.022
7813,52.757,6.865
7911,52.721,6.569
1113,52.349,4.981
7855,52.782,6.691
8855,53.218,5.485
2626,51.979,4.359
2953,51.871,4.646
8538,52.841,5.796
8822,53.129,5.478
8041,52.512,6.068
5089,51.497,5.207
2671,51.994,4.207
2377,52.212,4.643
6082,51.233,5.978
2623,51.984,4.361
4661,51.528,4.277
7463,52.311,6.496
7483,52.167,6.735
8628,53.054,5.695
8914,53.203,5.770
4001,51.886,5.431
1536,52.530,4.781
9883,53.302,6.394
6295,50.785,5.990
5266,51.661,5.234
8376,52.808,5.920
6225,50.862,5.732
7912,52.729,6.565
4706,51.527,4.492
9744,53.206,6.505
8512,52.981,5.774
2421,52.149,4.774
8772,53.048,5.610
2523,52.057,4.319
6134,50.991,5.851
5272,51.643,5.360
5262,51.644,5.284
8934,53.192,5.807
7134,51.986,6.613
6111,51.114,5.900
1663,52.722,4.999
4316,51.714,3.950
6595,51.705,5.987
4875,51.571,4.631
5817,51.564,6.004
2022,52.402,4.650
3335,51.821,4.612
8467,53.001,5.857
8121,52.337,6.117
3742,52.207,5.299
8895,53.395,5.327
7924,52.664,6.376
9403,53.015,6.586
8316,52.709,5.868
4265,51.736,5.086
9074,53.305,5.784
5391,51.726,5.437
4704,51.555,4.465
1436,52.274,4.753
7201,52.141,6.198
8266,52.543,5.924
2266,52.084,4.420
5331,51.771,5.333
8307,52.639,5.827
2082,52.419,4.630
5807,51.528,6.017
4825,51.613,4.770
2409,52.105,4.646
5392,51.731,5.427
4389,51.457,3.646
8458,52.999,5.945
8702,53.069,5.536
9794,53.301,6.710
3765,52.170,5.291
5022,51.541,5.093
4063,51.816,5.351
7104,52.011,6.703
2012,52.371,4.630
9925,53.376,6.712
9436,52.799,6.612
1331,52.418,5.268
5041,51.565,5.078
5865,51.495,6.094
9461,53.003,6.767
2064,52.412,4.688
6673,51.909,5.727
7226,52.077,6.183
7581,52.264,7.007
6289,50.841,5.919
1026,52.379,4.990
3953,52.055,5.411
9972,53.342,6.328
8614,52.992,5.550
6454,50.980,5.941
9171,53.352,5.864
5347,51.779,5.538
5063,51.581,5.171
3134,51.909,4.351
2712,52.051,4.499
5354,51.815,5.630
6991,52.005,6.029
3405,52.007,4.977
7137,52.011,6.595
1184,52.298,4.896
6222,50.865,5.712
1072,52.353,4.890
6599,51.713,6.022
7932,52.707,6.384
4762,51.640,4.610
4908,51.664,4.865
7412,52.264,6.142
9301,53.138,6.422
9341,53.034,6.398
2404,52.135,4.649
9601,53.164,6.759
1902,52.549,4.679
6211,50.850,5.688
4855,51.514,4.774
1749,52.721,4.734
9977,53.388,6.390
4561,51.284,4.054
5657,51.451,5.401
9687,53.190,7.162
8317,52.660,5.902
5361,51.756,5.738
9948,53.300,7.034
8239,52.483,5.487
8256,52.444,5.703
8574,52.869,5.458
7651,52.408,6.786
6932,51.948,5.977
8082,52.450,5.864
3465,52.043,4.800
3453,52.082,5.015
9464,53.034,6.785
9966,53.336,6.377
2212,52.269,4.491
9233,53.161,6.140
4524,51.307,3.388
4326,51.732,3.799
4352,51.544,3.626
5808,51.510,6.034
7108,51.930,6.716
5738,51.541,5.571
7944,52.685,6.181
4701,51.533,4.459
4486,51.599,3.846
8396,52.848,6.052
8476,52.905,6.032
1771,52.851,5.033
2931,51.897,4.626
8022,52.521,6.109
9864,53.181,6.244
9563,52.915,7.049
4386,51.467,3.579
4584,51.336,4.038
3135,51.917,4.356
6916,51.855,6.103
2565,52.077,4.263
2101,52.352,4.619
5395,51.798,5.494
5492,51.557,5.457
9675,53.154,7.032
6414,50.921,5.970
2331,52.151,4.451
4641,51.395,4.331
3356,51.831,4.718
9215,53.093,5.958
1862,52.670,4.714
1314,52.380,5.212
6988,51.990,6.034
4105,51.950,5.210
7662,52.438,6.881
8484,52.847,5.844
8013,52.496,6.123
2631,52.044,4.396
6866,51.981,5.752
8812,53.206,5.595
7777,52.647,6.554
1064,52.374,4.822
1827,52.669,4.765
6654,51.880,5.633
8193,52.396,6.110
5756,51.446,5.757
9314,53.156,6.453
8406,53.033,5.988
2281,52.058,4.341
3521,52.083,5.111
9223,53.152,6.143
8032,52.532,6.100
8516,52.903,5.746
9453,52.964,6.615
5715,51.421,5.680
6136,51.007,5.872
7206,52.124,6.200
9851,53.274,6.230
4437,51.392,3.817
6523,51.832,5.884
6824,51.991,5.936
8723,52.914,5.450
9456,52.958,6.583
7957,52.673,6.292
1214,52.214,5.169
6604,51.822,5.739
2061,52.408,4.621
1041,52.413,4.837
3844,52.338,5.610
8613,52.988,5.519
3784,52.164,5.521
5505,51.410,5.389
4444,51.471,3.875
6176,50.940,5.839
9175,53.321,5.890
3027,51.917,4.436
5712,51.366,5.715
2625,51.992,4.342
6584,51.768,5.874
9784,53.275,6.587
1274,52.299,5.270
2156,52.222,4.645
8832,53.161,5.667
8571,52.896,5.553
2262,52.091,4.388
8395,52.856,6.078
1784,52.939,4.744
9697,53.108,7.075
5976,51.416,5.998
4357,51.561,3.496
9177,53.309,5.874
9781,53.300,6.602
8603,53.041,5.667
1472,52.535,5.016
2851,52.001,4.777
5993,51.361,6.047
6465,50.850,6.024
9965,53.359,6.380
2402,52.147,4.668
4371,51.479,3.548
4588,51.386,4.018
8567,52.851,5.533
9961,53.349,6.465
4874,51.577,4.627
3434,52.008,5.087
8862,53.166,5.435
7216,52.226,6.309
1636,52.601,4.889
8423,52.978,6.221
6653,51.888,5.667
2685,52.025,4.221
1156,52.460,5.106
6836,51.943,5.894
6074,51.160,6.017
2161,52.257,4.556
9437,52.811,6.629
9174,53.324,5.875
2636,51.975,4.318
4021,51.961,5.423
8371,52.761,6.018
3534,52.101,5.083
3605,52.137,5.027
5428,51.609,5.736
8501,52.965,5.800
1362,52.353,5.168
1189,52.259,4.871
1483,52.556,4.846
6572,51.823,5.918
5101,51.626,4.925
3962,51.980,5.340
3089,51.892,4.421
1768,52.787,4.857
5422,51.561,5.700
5575,51.289,5.321
4884,51.445,4.635
4583,51.315,4.041
5563,51.331,5.408
5864,51.512,6.086
2684,52.030,4.168
7531,52.229,6.916
3083,51.888,4.483
9901,53.323,6.856
9205,53.093,6.058
5507,51.422,5.369
9503,52.990,6.944
9804,53.261,6.395
5861,51.536,6.076
1043,52.388,4.834
1751,52.804,4.756
8469,52.990,5.885
8263,52.565,5.884
2032,52.379,4.653
2019,52.381,4.634
7322,52.221,5.984
4564,51.262,4.050
8584,52.881,5.459
3069,51.965,4.551
9633,53.143,6.825
5653,51.424,5.445
9841,53.268,6.347
2071,52.434,4.642
4715,51.531,4.556
2155,52.232,4.671
1935,52.595,4.654
6291,50.772,6.015
1094,52.363,4.936
2991,51.852,4.546
7575,52.298,6.923
1816,52.632,4.725
8486,52.872,5.922
2587,52.111,4.290
9785,53.262,6.593
1607,52.660,5.186
2498,52.033,4.383
1824,52.645,4.755
5094,51.408,5.149
5647,51.422,5.523
6469,50.892,6.046
7513,52.215,6.883
4424,51.517,3.996
7814,52.801,6.898
4926,51.709,4.700
5145,51.699,5.053
7241,52.158,6.410
8245,52.493,5.456
9761,53.137,6.563
1741,52.791,4.801
5342,51.757,5.533
5927,51.376,6.116
2391,52.094,4.594
8743,53.082,5.524
4104,51.942,5.214
4722,51.498,4.572
4878,51.566,4.608
7892,52.732,6.970
6813,51.992,5.882
7775,52.614,6.577
3404,52.011,5.040
1945,52.496,4.663
6996,52.014,6.179
8387,52.892,6.219
3435,52.023,5.074
6923,51.930,6.026
9218,53.133,6.059
1966,52.497,4.681
3232,51.895,4.163
3776,52.187,5.686
9525,52.967,6.856
5125,51.575,4.957
3123,51.942,4.368
4725,51.484,4.394
5524,51.377,5.354
5252,51.699,5.209
2532,52.048,4.297
7327,52.189,5.997
8322,52.664,5.630
9154,53.345,5.944
9747,53.242,6.533
4455,51.469,3.739
8611,52.966,5.540
9155,53.326,5.945
9842,53.267,6.340
1034,52.408,4.917
4493,51.578,3.691
9488,53.034,6.519
9467,53.047,6.704
2288,52.033,4.334
4645,51.363,4.396
3336,51.809,4.615
1131,52.498,5.071
3615,52.151,5.124
8242,52.520,5.448
3364,51.829,4.776
1921,52.562,4.733
8766,53.019,5.207
1622,52.640,5.034
5313,51.808,5.177
8601,53.032,5.651
3632,52.212,5.022
9978,53.387,6.353
3291,51.744,4.551
7637,52.422,6.911
9406,53.002,6.543
3221,51.831,4.124
4308,51.676,4.034
7846,52.791,6.802
1361,52.342,5.142
5652,51.439,5.438
9988,53.404,6.612
6902,51.932,6.092
5441,51.698,5.933
3315,51.803,4.722
8749,53.116,5.438
9026,53.165,5.741
5855,51.558,6.090
7607,52.355,6.668
4374,51.504,3.484
7554,52.229,6.763
9797,53.269,6.651
8891,53.388,5.286
2273,52.079,4.359
5508,51.429,5.390
6917,51.850,6.148
2264,52.089,4.397
9682,53.199,7.047
4625,51.475,4.306
8294,52.577,6.041
8335,52.809,6.079
9672,53.143,7.050
5438,51.739,5.779
9975,53.362,6.294
5421,51.557,5.690
9163,53.448,5.773
8534,52.866,5.727
3704,52.087,5.217
7667,52.385,6.843
9263,53.165,5.971
5346,51.777,5.515
3447,52.078,4.891
2134,52.312,4.647
4111,51.942,5.309
8343,52.777,6.112
4007,51.870,5.400
2735,52.091,4.530
9921,53.322,6.695
9536,52.908,6.814
3209,51.825,4.344
6229,50.830,5.708
4615,51.485,4.288
5143,51.681,5.084
9202,53.109,6.116
4724,51.522,4.390
1054,52.362,4.867
3764,52.178,5.303
6651,51.888,5.603
3192,51.854,4.362
7685,52.496,6.572
5731,51.441,5.618
5131,51.483,4.958
7627,52.312,6.657
8713,52.941,5.403
9447,52.946,6.713
9468,53.058,6.720
1127,52.455,4.909
5352,51.801,5.627
8535,52.885,5.736
5667,51.431,5.565
9631,53.110,6.824
8064,52.642,6.073
4269,51.745,5.021
8852,53.251,5.558
9528,52.932,6.836
9011,53.078,5.793
8871,53.183,5.467
6578,51.839,5.992
6561,51.784,5.929
9771,53.294,6.536
7207,52.125,6.232
7615,52.384,6.718
9203,53.102,6.098
1671,52.767,5.105
9458,52.995,6.631
6541,51.848,5.844
3709,52.068,5.251
3474,52.116,4.835
3901,52.024,5.557
7736,52.511,6.544
9534,52.906,6.762
7536,52.186,6.926
3412,51.988,5.037
8265,52.547,5.905
1476,52.597,5.016
9485,53.034,6.622
9413,52.849,6.511
1103,52.323,4.972
5541,51.361,5.164
6532,51.825,5.836
7782,52.651,6.624
7687,52.442,6.579
6984,52.022,6.159
2995,51.835,4.566
5764,51.549,5.814
9336,53.017,6.480
8342,52.806,6.033
4791,51.665,4.534
8251,52.522,5.727
6019,51.162,5.880
4005,51.894,5.444
1609,52.640,5.197
4004,51.910,5.438
1681,52.705,5.148
8804,53.157,5.564
6861,51.991,5.839
6731,52.099,5.771
8737,53.078,5.603
9688,53.209,7.182
7553,52.255,6.790
7854,52.794,6.714
4586,51.342,4.056
4017,51.887,5.396
3176,51.863,4.398
5856,51.535,6.143
9246,53.068,6.106
1045,52.410,4.799
8428,52.989,6.341
1335,52.404,5.292
1786,52.920,4.786
1634,52.622,5.013
1042,52.405,4.834
5017,51.555,5.098
1321,52.358,5.182
3381,51.849,4.885
4705,51.547,4.485
6446,50.934,5.943
9624,53.251,6.739
8463,52.927,5.849
5043,51.581,5.015
8896,53.397,5.342
8095,52.443,5.951
5126,51.544,4.939
3749,52.181,5.222
4175,51.819,5.212
1789,52.953,4.728
2025,52.415,4.649
7823,52.792,6.939
7542,52.193,6.901
9432,52.866,6.636
5708,51.473,5.615
4147,51.881,5.109
7797,52.575,6.539
7876,52.881,6.960
3224,51.827,4.148
8475,52.914,6.080
6224,50.850,5.712
8759,53.056,5.464
9285,53.250,6.146
1216,52.218,5.142
7881,52.809,7.034
4576,51.232,3.966
8051,52.472,6.061
8935,53.187,5.816
8024,52.523,6.136
1068,52.359,4.805
9296,53.277,6.089
1323,52.366,5.195
7426,52.254,6.248
7233,52.103,6.245
9968,53.400,6.448
3417,52.044,4.952
7845,52.723,6.806
3603,52.139,5.038
5633,51.490,5.495
4861,51.506,4.864
7109,51.943,6.666
4567,51.269,4.089
4581,51.325,3.977
6471,50.893,6.059
5045,51.585,4.994
1647,52.641,4.999
5674,51.476,5.546
6102,51.096,5.892
9415,52.896,6.491
7825,52.756,6.935
5059,51.574,5.156
1779,52.933,5.027
9078,53.304,5.714
6974,52.075,6.139
1628,52.653,5.094
5914,51.380,6.177
2719,52.042,4.474
3132,51.911,4.317
8405,52.996,5.981
9012,53.098,5.759
7051,51.944,6.459
6997,52.005,6.203
1661,52.734,4.985
2904,51.933,4.607
3136,51.929,4.351
2332,52.159,4.464
3042,51.934,4.432
2541,52.046,4.277
7901,52.726,6.473
1703,52.659,4.826
3271,51.798,4.486
8331,52.785,6.117
2015,52.383,4.611
6741,52.091,5.622
9024,53.147,5.743
2291,52.024,4.275
6043,51.188,6.009
2396,52.133,4.602
8919,53.220,5.781
9142,53.404,6.079
8146,52.468,6.366
3564,52.123,5.106
7861,52.755,6.722
3431,52.032,5.084
5015,51.569,5.112
8015,52.470,6.122
6143,51.014,5.819
8764,53.023,5.492
2351,52.148,4.531
2729,52.064,4.535
7849,52.862,6.744
9363,53.143,6.263
4941,51.697,4.875
8072,52.384,5.801
8309,52.679,5.670
1735,52.740,4.856
1813,52.620,4.753
4206,51.842,4.982
7157,52.096,6.724
1063,52.381,4.826
2597,52.102,4.319
8633,53.042,5.632
6571,51.823,5.912
1351,52.348,5.219
1873,52.722,4.668
4012,51.899,5.380
7497,52.223,6.686
5114,51.420,4.786
2803,52.024,4.697
9646,53.113,6.866
5931,51.344,6.140
4307,51.651,4.037
3247,51.748,4.100
7614,52.381,6.707
3772,52.132,5.582
8425,52.964,6.285
6021,51.272,5.576
3821,52.175,5.417
1458,52.531,4.841
4562,51.275,4.069
6077,51.142,6.001
2261,52.097,4.389
3062,51.923,4.519
9501,52.994,6.950
6075,51.156,6.069
8012,52.505,6.104
3078,51.890,4.548
1032,52.396,4.912
7661,52.433,6.831
2343,52.191,4.476
8222,52.534,5.492
4451,51.474,3.812
6212,50.838,5.690
5258,51.677,5.404
2981,51.868,4.596
5281,51.586,5.321
4157,51.881,5.212
5349,51.762,5.553
4053,51.908,5.533
6027,51.302,5.576
2914,51.972,4.617
3531,52.091,5.096
4465,51.521,3.905
5555,51.350,5.471
1847,52.598,4.779
1911,52.525,4.708
4614,51.508,4.294
4214,51.827,5.053
3911,51.966,5.570
6245,50.779,5.713
9408,53.003,6.512
3981,52.067,5.198
3818,52.145,5.370
5314,51.786,5.237
1974,52.450,4.592
5398,51.791,5.389
2526,52.068,4.308
8892,53.378,5.293
3464,52.048,4.856
4251,51.808,4.893
1814,52.622,4.743
7076,51.887,6.357
3762,52.179,5.281
6706,51.975,5.676
9971,53.359,6.335
1462,52.549,4.915
2801,52.012,4.708
2694,52.007,4.166
8735,53.101,5.645
9053,53.279,5.757
5049,51.589,5.075
6049,51.177,5.964
2116,52.365,4.572
1448,52.498,4.938
2959,51.901,4.750
1711,52.657,4.882
4054,51.910,5.492
6581,51.782,5.855
1317,52.389,5.234
3895,52.348,5.516
1108,52.308,4.981
5301,51.807,5.247
5509,51.432,5.404
7156,52.064,6.565
7917,52.729,6.628
2954,51.872,4.661
3611,52.129,5.068
8765,53.041,5.502
7971,52.774,6.237
4911,51.657,4.812
1076,52.345,4.861
7864,52.724,6.673
1421,52.239,4.823
7884,52.755,7.044
6124,51.042,5.784
8528,52.955,5.709
9649,53.134,6.869
9723,53.211,6.599
6909,51.907,6.118
2806,52.013,4.722
3522,52.073,5.115
9512,53.049,6.844
9355,53.191,6.387
8615,53.023,5.532
1754,52.751,4.696
6235,50.905,5.780
3205,51.834,4.343
3082,51.890,4.467
8225,52.503,5.490
4527,51.275,3.444
8647,53.067,5.720
7541,52.209,6.903
7822,52.791,6.904
6716,52.022,5.638
7422,52.247,6.211
8721,52.877,5.408
2811,52.047,4.722
5318,51.748,5.169
3814,52.162,5.398
7382,52.173,6.072
7211,52.168,6.227
1648,52.629,4.949
9112,53.292,5.875
1363,52.352,5.149
1181,52.310,4.863
4351,51.544,3.661
4845,51.665,4.749
8605,53.033,5.672
1355,52.343,5.227
8437,52.921,6.254
7383,52.172,6.137
9527,52.948,6.818
9805,53.241,6.391
9845,53.265,6.250
4664,51.550,4.276
8181,52.389,6.038
9716,53.234,6.562
3025,51.909,4.443
1474,52.572,4.997
9054,53.291,5.766
3524,52.063,5.136
2595,52.082,4.333
2926,51.910,4.608
1777,52.909,4.964
8604,53.037,5.681
9641,53.104,6.877
7333,52.189,5.971
2572,52.064,4.294
8851,53.238,5.547
2872,51.948,4.870
9724,53.212,6.578
7521,52.229,6.862
4174,51.828,5.177
5122,51.590,4.929
5371,51.794,5.649
1339,52.396,5.302
1023,52.390,4.947
2985,51.863,4.602
3907,52.022,5.583
6243,50.923,5.750
7636,52.391,6.890
2317,52.176,4.509
8809,53.215,5.563
3773,52.138,5.606
6551,51.856,5.813
7523,52.236,6.895
7824,52.781,6.930
7707,52.603,6.382
8097,52.466,5.895
1424,52.239,4.789
8167,52.345,6.047
1185,52.294,4.853
4819,51.575,4.769
1844,52.581,4.808
8388,52.896,6.166
1791,53.057,4.795
4221,51.877,4.977
6617,51.853,5.666
3871,52.175,5.460
2142,52.334,4.636
6463,50.873,6.067
4002,51.895,5.422
2105,52.348,4.606
5324,51.750,5.220
9342,53.085,6.381
4421,51.483,3.961
2513,52.079,4.301
3633,52.232,5.033
1051,52.382,4.872
3262,51.821,4.406
4508,51.315,3.555
8101,52.383,6.264
5823,51.571,6.033
5826,51.608,5.996
5151,51.686,5.136
8314,52.770,5.754
9635,53.195,6.870
1327,52.360,5.259
3829,52.187,5.430
1013,52.388,4.884
6067,51.155,5.938
9721,53.195,6.573
4839,51.584,4.711
1383,52.299,5.043
7218,52.162,6.299
2662,51.990,4.491
9294,53.284,6.115
7606,52.345,6.652
1931,52.618,4.626
5751,51.461,5.795
2721,52.058,4.543
2906,51.935,4.568
3989,51.992,5.139
7737,52.547,6.499
9037,53.216,5.623
9306,53.112,6.432
8911,53.202,5.797
7462,52.303,6.508
4211,51.856,5.013
2725,52.073,4.498
5661,51.412,5.541
2522,52.060,4.327
8253,52.538,5.699
1261,52.281,5.258
3068,51.960,4.554
3634,52.228,5.001
9735,53.238,6.604
8823,53.126,5.531
2681,52.026,4.176
3318,51.788,4.680
