pc4,lat,lon
7938,52.767,6.604
1606,52.666,5.211
6914,51.883,6.102
9627,53.240,6.839
6024,51.238,5.578
6586,51.737,5.920
2231,52.191,4.441
2024,52.406,4.640
7451,52.281,6.421
5171,51.658,5.033
4413,51.432,4.112
6095,51.227,5.881
1846,52.580,4.779
7214,52.225,6.207
9497,53.095,6.544
8495,53.049,5.894
5651,51.450,5.443
3792,52.139,5.516
2376,52.208,4.618
8845,53.110,5.538
5036,51.571,4.990
9047,53.251,5.595
5381,51.709,5.465
3046,51.963,4.416
7731,52.524,6.421
6904,51.932,6.059
8801,53.186,5.542
7475,52.237,6.506
7345,52.255,5.955
7217,52.200,6.292
6842,51.959,5.879
8308,52.641,5.725
1182,52.310,4.847
6596,51.726,5.948
4571,51.268,3.910
8171,52.290,5.973
9124,53.348,6.077
3311,51.814,4.669
2471,52.106,4.727
9206,53.114,6.069
9987,53.394,6.759
6658,51.881,5.516
4634,51.430,4.304
7534,52.211,6.962
7336,52.197,5.943
4505,51.341,3.450
7941,52.696,6.191
7203,52.150,6.214
9264,53.131,5.946
4023,51.956,5.358
3373,51.833,4.837
8491,53.050,5.838
5394,51.821,5.504
5446,51.657,5.819
4475,51.529,3.896
7075,51.916,6.334
5964,51.454,6.022
4209,51.845,4.926
6432,50.923,5.917
8384,52.857,6.162
3766,52.167,5.281
9919,53.331,6.747
1755,52.767,4.662
9865,53.169,6.201
4101,51.957,5.230
2225,52.203,4.399
9083,53.220,5.810
7754,52.725,6.748
2865,51.928,4.809
3199,51.945,4.036
5383,51.705,5.476
8147,52.490,6.391
7317,52.235,5.971
3732,52.108,5.185
3401,52.021,5.040
4849,51.594,4.862
6657,51.884,5.549
5843,51.581,5.864
9207,53.121,6.093
9247,53.096,6.169
8539,52.871,5.819
6591,51.695,5.977
5091,51.472,5.250
6521,51.839,5.874
1861,52.667,4.700
7512,52.214,6.898
1035,52.420,4.894
6999,52.004,6.239
6675,51.912,5.789
9917,53.318,6.788
6363,50.906,5.886
2285,52.036,4.304
3904,52.018,5.541
8448,52.961,5.948
2102,52.353,4.630
7232,52.132,6.234
7914,52.724,6.535
3896,52.272,5.426
8154,52.438,6.305
4481,51.496,3.912
3843,52.336,5.633
4185,51.852,5.315
6957,52.079,6.075
9364,53.151,6.303
9088,53.149,5.803
5335,51.787,5.344
5264,51.674,5.288
3991,52.022,5.165
3249,51.711,4.086
3741,52.218,5.285
1073,52.353,4.898
4859,51.552,4.855
2245,52.115,4.379
1093,52.362,4.928
9311,53.130,6.395
7872,52.845,6.892
5534,51.404,5.208
5052,51.527,5.049
8831,53.151,5.632
9297,53.264,6.107
2562,52.075,4.282
6994,52.019,6.063
9147,53.363,5.966
6374,50.916,6.048
6631,51.855,5.611
8075,52.293,5.781
7556,52.275,6.790
6116,51.081,5.816
9455,52.951,6.572
4507,51.355,3.556
7623,52.303,6.765
9533,52.954,6.791
4153,51.890,5.192
5986,51.337,5.943
7524,52.253,6.907
7326,52.195,6.010
5809,51.508,5.979
2063,52.414,4.678
7165,52.144,6.658
7461,52.307,6.525
2289,52.034,4.349
5741,51.534,5.629
7413,52.261,6.159
5233,51.715,5.321
6167,50.989,5.798
9067,53.262,5.915
7135,51.979,6.514
6227,50.838,5.728
8274,52.529,5.967
6744,52.060,5.581
7101,51.971,6.723
6163,50.983,5.820
5724,51.425,5.743
5491,51.572,5.461
9304,53.115,6.458
6845,51.947,5.870
3143,51.918,4.253
8472,52.880,6.011
5511,51.397,5.346
9103,53.316,6.008
1165,52.386,4.750
6014,51.172,5.822
5721,51.405,5.751
3344,51.832,4.646
6135,51.008,5.854
6447,50.955,5.935
7811,52.783,6.895
4197,51.894,5.292
6655,51.878,5.590
5061,51.581,5.187
9923,53.369,6.717
3256,51.685,4.280
5095,51.388,5.126
7931,52.740,6.455
7895,52.840,7.031
6004,51.254,5.727
5046,51.572,5.077
7273,52.110,6.577
5035,51.584,4.980
9541,53.026,7.115
4201,51.830,4.975
1783,52.943,4.735
5561,51.355,5.384
3054,51.960,4.491
7787,52.612,6.706
6091,51.250,5.837
8752,53.073,5.337
1217,52.230,5.163
7631,52.408,6.901
3956,52.014,5.427
2432,52.171,4.853
8355,52.729,6.076
1969,52.507,4.647
9843,53.262,6.306
3207,51.838,4.360
8383,52.839,6.165
7443,52.374,6.477
3835,52.153,5.436
5026,51.540,5.065
9262,53.176,6.006
4924,51.709,4.805
9957,53.382,6.486
5104,51.624,4.943
8918,53.216,5.794
3223,51.843,4.150
8432,53.039,6.308
9315,53.170,6.469
9931,53.335,6.902
8515,52.920,5.801
6624,51.818,5.393
3351,51.831,4.681
5971,51.420,6.141
3754,52.254,5.329
8462,52.911,5.908
9076,53.277,5.659
7887,52.712,6.925
6127,51.040,5.774
9833,53.270,6.444
8028,52.542,6.177
8616,53.016,5.548
7858,52.873,6.769
9414,52.921,6.541
9334,53.059,6.497
1821,52.627,4.762
9204,53.098,6.071
6511,51.846,5.863
7828,52.733,6.908
4811,51.588,4.776
5506,51.416,5.386
5685,51.501,5.374
7577,52.324,6.918
6687,51.915,5.955
8651,53.011,5.622
3162,51.856,4.476
3145,51.933,4.232
9146,53.358,6.006
7795,52.528,6.556
2561,52.076,4.277
7739,52.582,6.361
8404,52.985,6.007
5236,51.733,5.327
5944,51.483,6.191
5985,51.362,5.940
1484,52.561,4.834
4835,51.570,4.787
9609,53.187,6.648
9265,53.179,5.924
3781,52.189,5.625
1782,52.957,4.754
7778,52.589,6.673
1795,53.146,4.848
3711,52.080,5.314
5943,51.448,6.173
5345,51.767,5.502
5283,51.589,5.339
1767,52.793,4.891
6931,51.959,5.970
4515,51.321,3.617
6061,51.122,6.031
9566,53.054,7.129
2133,52.311,4.669
5044,51.576,5.038
6044,51.182,6.009
3812,52.161,5.366
1826,52.657,4.764
4196,51.891,5.267
2355,52.170,4.581
1438,52.287,4.783
2013,52.382,4.624
7427,52.248,6.241
3552,52.106,5.103
3583,52.085,5.143
4535,51.315,3.856
3193,51.868,4.349
7126,51.943,6.620
1092,52.356,4.923
9451,52.983,6.652
6436,50.939,5.922
9949,53.297,7.016
7875,52.877,6.868
6821,51.990,5.913
6964,52.110,6.097
4303,51.658,3.930
1086,52.363,4.982
3432,52.022,5.093
5552,51.360,5.453
7676,52.458,6.622
1646,52.623,4.876
6456,50.970,5.937
3131,51.909,4.338
8016,52.482,6.103
5348,51.770,5.537
4612,51.499,4.268
9908,53.373,6.814
7077,51.855,6.315
8722,52.899,5.404
8627,53.058,5.714
7853,52.841,6.726
1336,52.404,5.317
6641,51.860,5.768
8194,52.378,6.092
3253,51.806,3.912
6336,50.890,5.854
6534,51.814,5.822
2711,52.062,4.493
1658,52.748,5.018
8631,53.052,5.668
6174,50.954,5.848
8449,52.990,5.911
5344,51.753,5.505
8111,52.330,6.279
6294,50.786,5.961
1109,52.306,5.016
1104,52.316,4.978
5846,51.636,5.871
7964,52.783,6.333
7984,52.847,6.337
6712,52.047,5.660
7827,52.748,6.890
5235,51.727,5.308
8833,53.152,5.679
3372,51.824,4.884
6615,51.823,5.698
5824,51.575,6.007
8514,52.930,5.809
3892,52.324,5.541
7331,52.201,5.969
2287,52.033,4.322
5962,51.461,6.086
6702,51.964,5.652
7591,52.381,7.009
1475,52.588,4.976
6922,51.942,6.007
9691,53.188,7.201
8211,52.536,5.513
3822,52.182,5.404
2546,52.058,4.274
8079,52.513,5.878
7572,52.312,6.923
1481,52.504,5.023
6155,50.954,5.872
2313,52.151,4.499
4565,51.254,4.064
6605,51.798,5.726
1721,52.679,4.803
3899,52.356,5.501
1012,52.373,4.895
8531,52.849,5.704
7045,51.887,6.304
2909,51.916,4.547
3028,51.917,4.421
1962,52.512,4.678
1811,52.631,4.749
8872,53.183,5.446
9077,53.278,5.704
2215,52.225,4.489
2925,51.919,4.620
7007,51.954,6.268
8304,52.701,5.758
1175,52.353,4.757
7738,52.563,6.389
1702,52.665,4.839
1695,52.662,5.087
3563,52.119,5.099
6576,51.857,5.936
9014,53.074,5.738
6843,51.960,5.862
8834,53.142,5.669
7467,52.336,6.522
8261,52.557,5.917
8459,52.994,5.925
4708,51.517,4.437
3842,52.345,5.634
9023,53.145,5.712
7046,51.912,6.299
5916,51.386,6.195
9936,53.320,6.931
9434,52.836,6.605
1014,52.391,4.867
9726,53.213,6.553
2191,52.302,4.544
1611,52.695,5.244
9289,53.201,6.114
8278,52.501,5.935
8506,52.953,5.829
3332,51.824,4.652
4311,51.664,4.087
4528,51.279,3.504
2374,52.184,4.557
7933,52.775,6.456
7705,52.622,6.499
8198,52.413,6.124
1948,52.483,4.679
6952,52.052,6.092
3137,51.936,4.346
4373,51.497,3.523
7545,52.213,6.864
4781,51.703,4.629
5355,51.805,5.646
4697,51.600,4.101
8172,52.282,5.957
9912,53.347,6.798
3526,52.069,5.101
3723,52.136,5.202
9288,53.216,6.095
6598,51.673,5.991
2495,52.061,4.365
3998,51.991,5.191
7434,52.277,6.274
7495,52.261,6.668
4333,51.512,3.609
8497,53.087,5.900
8112,52.321,6.343
1031,52.389,4.906
8231,52.519,5.468
1422,52.247,4.825
1566,52.473,4.748
9615,53.179,6.742
3144,51.925,4.243
8883,53.377,5.269
9466,53.036,6.664
3044,51.929,4.422
7715,52.605,6.266
2645,52.004,4.395
9045,53.235,5.706
6269,50.822,5.822
8885,53.375,5.275
1243,52.240,5.123
3641,52.206,4.862
8311,52.724,5.643
9983,53.419,6.771
9828,53.202,6.442
6566,51.863,6.046
4363,51.546,3.507
1357,52.334,5.230
4414,51.419,4.072
9312,53.158,6.397
8326,52.675,6.004
3402,52.026,5.050
9844,53.283,6.270
8494,53.058,5.850
7679,52.462,6.719
1315,52.371,5.218
7468,52.295,6.577
2804,52.032,4.708
8756,53.037,5.410
8052,52.481,6.053
5641,51.447,5.520
4014,51.871,5.367
4901,51.646,4.862
3257,51.683,4.347
2973,51.876,4.824
2035,52.364,4.660
4652,51.591,4.317
5081,51.490,5.135
9602,53.153,6.746
3354,51.829,4.700
3925,52.080,5.489
5656,51.411,5.456
4388,51.466,3.604
9111,53.296,5.878
4772,51.644,4.663
4107,51.939,5.190
7036,51.928,6.200
1705,52.648,4.822
7547,52.222,6.838
9793,53.310,6.744
5621,51.455,5.457
6015,51.165,5.802
9531,52.923,6.792
6411,50.887,5.976
8305,52.714,5.785
4434,51.434,3.878
5232,51.707,5.329
4851,51.548,4.801
8426,52.952,6.351
9905,53.358,6.874
2315,52.163,4.510
9945,53.255,6.933
4569,51.329,4.102
4361,51.527,3.445
2223,52.191,4.423
2543,52.040,4.260
2547,52.062,4.268
8775,52.982,5.487
4024,51.969,5.455
5928,51.389,6.133
3751,52.242,5.379
8724,52.952,5.492
3031,51.927,4.491
3959,52.033,5.498
8141,52.438,6.236
2037,52.356,4.662
5253,51.692,5.180
6535,51.806,5.828
7692,52.511,6.577
7392,52.235,6.121
2651,51.994,4.476
7399,52.151,6.131
3958,52.002,5.459
1482,52.481,5.001
9628,53.249,6.868
8386,52.888,6.253
8421,52.938,6.131
9611,53.164,6.788
5368,51.802,5.584
9614,53.215,6.665
6874,52.007,5.792
6573,51.829,5.928
1774,52.847,4.970
3442,52.083,4.876
6828,51.981,5.922
3864,52.195,5.466
4384,51.462,3.552
8021,52.517,6.097
4617,51.478,4.275
7935,52.777,6.441
5722,51.410,5.759
6118,51.037,5.862
7625,52.323,6.724
4131,51.992,5.102
6717,52.024,5.660
7595,52.350,6.859
5255,51.729,5.157
8446,52.951,5.916
7061,51.921,6.355
9939,53.278,6.880
3274,51.824,4.488
2901,51.917,4.565
7975,52.790,6.281
6277,50.769,5.859
1853,52.592,4.700
8747,53.084,5.423
7204,52.136,6.208
2334,52.172,4.482
9241,53.053,6.202
3455,52.121,4.997
8758,53.044,5.447
9136,53.401,6.087
4353,51.549,3.596
9032,53.182,5.712
6312,50.863,5.893
7798,52.594,6.595
4423,51.463,3.998
9645,53.116,6.881
7608,52.378,6.680
9051,53.261,5.765
7764,52.694,6.864
7141,52.041,6.612
9299,53.247,6.048
3084,51.877,4.467
9914,53.349,6.760
1511,52.440,4.875
3466,52.060,4.822
7274,52.139,6.522
3118,51.919,4.382
6544,51.831,5.814
7761,52.665,6.883
8412,53.004,6.163
8461,52.936,5.895
7784,52.613,6.641
6665,51.959,5.813
9715,53.233,6.568
5053,51.532,5.079
7696,52.548,6.620
5405,51.654,5.644
6814,51.990,5.896
8927,53.220,5.831
6645,51.880,5.705
3571,52.107,5.132
9164,53.452,5.801
9954,53.355,6.540
2131,52.308,4.684
3433,52.010,5.100
5256,51.734,5.139
8808,53.209,5.544
1487,52.548,4.812
1788,52.890,4.742
NULL,51.955,5.329
7638,52.420,6.871
2461,52.178,4.712
1679,52.717,5.074
9138,53.363,6.047
5623,51.460,5.478
1078,52.346,4.898
8523,52.929,5.712
2935,51.940,4.639
9496,53.114,6.525
7588,52.355,7.003
7597,52.334,6.805
7315,52.229,5.954
4506,51.376,3.395
8635,53.089,5.696
5766,51.443,5.885
3122,51.932,4.370
9222,53.134,6.145
7946,52.700,6.107
7991,52.837,6.374
7665,52.369,6.759
6092,51.250,5.848
2311,52.156,4.490
8243,52.506,5.449
4317,51.686,3.939
1037,52.425,4.860
8447,52.963,5.904
9561,52.877,7.059
3314,51.802,4.663
9407,53.018,6.561
9774,53.275,6.534
3191,51.861,4.366
8807,53.185,5.495
7921,52.671,6.427
2988,51.856,4.584
1428,52.227,4.787
8915,53.209,5.770
4337,51.490,3.628
2162,52.246,4.559
4327,51.702,3.814
6104,51.053,5.952
1691,52.707,5.099
6161,50.968,5.823
5373,51.770,5.638
5359,51.772,5.694
2511,52.078,4.318
1689,52.668,5.067
8552,52.960,5.634
4435,51.406,3.887
4141,51.892,5.098
3151,51.981,4.133
8629,53.062,5.678
8131,52.388,6.145
2574,52.064,4.277
1764,52.888,4.809
3341,51.846,4.647
6913,51.892,6.082
4247,51.863,5.048
5757,51.414,5.823
8583,52.895,5.503
7328,52.202,5.988
2435,52.185,4.793
7525,52.257,6.934
2676,51.958,4.216
5646,51.418,5.510
1621,52.640,5.060
9483,53.069,6.651
3768,52.161,5.308
3467,52.017,4.817
5643,51.423,5.501
7324,52.241,5.998
4485,51.568,3.882
4323,51.729,3.817
5689,51.498,5.313
7244,52.124,6.441
9656,53.077,6.766
4794,51.654,4.412
2861,51.934,4.786
8762,53.006,5.489
9811,53.216,6.410
8488,52.898,5.988
9755,53.155,6.642
1843,52.583,4.848
1732,52.769,4.882
3722,52.128,5.212
1391,52.273,4.972
1426,52.208,4.817
1117,52.311,4.809
6903,51.939,6.069
8924,53.208,5.821
9269,53.239,5.990
3706,52.101,5.226
9953,53.361,6.515
9007,53.120,5.812
9141,53.400,6.014
6083,51.245,5.962
8923,53.215,5.813
2232,52.194,4.449
6089,51.299,5.897
5626,51.478,5.430
6013,51.190,5.811
2951,51.866,4.663
7391,52.235,6.102
1683,52.707,5.139
6218,50.864,5.657
5146,51.674,5.041
8854,53.236,5.512
1313,52.383,5.198
4158,51.884,5.241
3701,52.086,5.244
9211,53.083,6.067
6288,50.845,5.782
8017,52.498,6.094
1251,52.254,5.228
7202,52.149,6.195
8899,53.298,5.067
7672,52.413,6.614
8861,53.175,5.426
5011,51.585,5.086
9693,53.182,7.208
7411,52.252,6.159
9104,53.289,5.995
5461,51.619,5.545
1941,52.483,4.658
6191,50.941,5.802
2672,51.993,4.216
4124,51.980,5.125
6121,51.033,5.810
1546,52.507,4.852
4681,51.589,4.220
4207,51.835,4.995
4491,51.584,3.748
1153,52.432,5.038
6574,51.836,5.903
6112,51.118,5.901
8932,53.192,5.792
1052,52.377,4.874
6983,52.002,6.128
1678,52.725,5.091
6071,51.231,6.042
5251,51.695,5.211
9489,53.013,6.521
9283,53.205,6.183
7681,52.460,6.567
1662,52.725,4.997
9618,53.219,6.740
3891,52.333,5.538
1349,52.343,5.317
3826,52.201,5.426
9021,53.111,5.732
2321,52.148,4.484
9812,53.216,6.408
1241,52.238,5.112
1311,52.368,5.179
6582,51.767,5.843
1461,52.519,4.942
9035,53.194,5.645
9852,53.296,6.235
1951,52.473,4.641
6512,51.839,5.856
4415,51.443,4.078
7693,52.481,6.636
4906,51.652,4.834
5658,51.441,5.410
9125,53.329,6.052
6421,50.928,5.952
5469,51.594,5.606
9853,53.305,6.269
4758,51.615,4.514
9526,52.956,6.834
8077,52.366,5.725
7602,52.370,6.658
3436,52.034,5.072
2381,52.119,4.498
3947,52.011,5.334
9946,53.272,7.030
9444,52.934,6.672
4264,51.778,5.103
2628,52.003,4.375
9107,53.313,5.914
5922,51.374,6.143
1688,52.692,5.056
3984,52.052,5.234
3333,51.811,4.632
6924,51.929,5.990
5107,51.617,4.929
7626,52.319,6.764
6674,51.909,5.741
3231,51.905,4.166
3897,52.354,5.465
7481,52.154,6.753
5411,51.696,5.677
9351,53.161,6.377
3194,51.868,4.368
2924,51.923,4.612
6733,52.110,5.715
1231,52.200,5.113
7601,52.346,6.671
8755,53.044,5.419
8319,52.644,5.775
8532,52.856,5.702
8536,52.872,5.770
3124,51.943,4.381
8344,52.775,6.156
3643,52.217,4.865
4693,51.546,4.143
6164,50.956,5.828
3972,52.050,5.275
3813,52.170,5.387
9143,53.396,6.048
4453,51.454,3.771
3755,52.252,5.259
7863,52.748,6.689
5334,51.769,5.304
5759,51.391,5.914
7751,52.693,6.757
8636,53.113,5.674
9984,53.430,6.816
2921,51.911,4.584
3198,51.932,4.158
6418,50.869,6.005
6942,51.937,6.136
7721,52.511,6.257
2941,51.900,4.685
1682,52.698,5.110
3525,52.063,5.119
7905,52.717,6.502
2907,51.950,4.583
5071,51.610,5.144
3993,52.040,5.174
7558,52.286,6.832
8454,52.937,5.999
9148,53.349,5.973
4182,51.841,5.284
5113,51.455,4.863
7466,52.332,6.498
1276,52.293,5.250
3737,52.126,5.155
1719,52.747,4.955
1445,52.502,4.982
2341,52.181,4.475
9603,53.155,6.765
7773,52.580,6.605
5388,51.704,5.562
1106,52.299,4.975
7105,52.001,6.756
4161,51.871,5.073
9591,53.034,7.041
5403,51.666,5.635
7081,51.873,6.375
5038,51.557,5.079
1823,52.635,4.761
5531,51.368,5.217
3888,52.247,5.778
7123,51.916,6.589
3172,51.849,4.401
4267,51.717,5.047
5294,51.616,5.369
9419,52.788,6.555
9006,53.130,5.827
2975,51.890,4.864
5308,51.782,5.130
9459,53.023,6.636
4128,51.961,5.033
3171,51.856,4.395
6891,52.004,5.961
5737,51.518,5.593
5853,51.651,6.098
9756,53.140,6.630
1871,52.706,4.695
6542,51.841,5.841
3293,51.753,4.599
6714,52.045,5.646
1341,52.358,5.283
5691,51.517,5.486
3238,51.881,4.218
1502,52.446,4.827
9622,53.241,6.671
6835,51.953,5.903
3055,51.960,4.505
6701,51.966,5.664
3063,51.916,4.515
1471,52.527,4.983
7691,52.525,6.615
8489,52.806,5.844
8744,53.082,5.483
9244,53.061,6.078
8606,53.028,5.671
4281,51.782,5.057
8502,52.972,5.813
5087,51.471,5.178
2741,52.045,4.656
1101,52.308,4.942
5753,51.451,5.791
3825,52.196,5.419
6704,51.983,5.692
6123,51.048,5.821
8505,52.986,5.788
9411,52.861,6.511
9712,53.222,6.563
7341,52.254,6.007
5628,51.480,5.472
3906,52.031,5.529
8741,53.070,5.570
1384,52.318,5.038
3245,51.756,4.151
2106,52.358,4.608
5912,51.361,6.166
8291,52.592,6.032
4871,51.586,4.651
8023,52.513,6.113
1759,52.844,4.705
7793,52.567,6.660
9231,53.181,6.169
6669,51.912,5.658
8658,53.014,5.518
8035,52.555,6.156
5672,51.465,5.549
4241,51.864,4.993
1053,52.367,4.868
6367,50.874,5.933
6006,51.241,5.700
7223,52.073,6.232
9084,53.178,5.804
8061,52.591,6.100
1115,52.332,4.939
7311,52.213,5.961
5924,51.367,6.131
2031,52.390,4.657
2253,52.140,4.458
1215,52.214,5.157
3481,52.091,4.960
4537,51.326,3.834
2271,52.072,4.369
9131,53.332,6.101
6877,52.077,5.903
2401,52.151,4.653
9255,53.210,5.912
3513,52.099,5.109
8572,52.866,5.496
3411,51.973,4.944
9036,53.215,5.661
5923,51.362,6.142
7047,51.926,6.264
7610,52.386,6.642
7271,52.116,6.520
2673,52.001,4.202
5325,51.750,5.197
3021,51.916,4.459
6711,52.042,5.675
2516,52.066,4.334
9699,53.074,7.126
4931,51.702,4.855
2272,52.084,4.375
7442,52.359,6.475
8455,52.946,6.019
6543,51.836,5.828
6844,51.948,5.858
3113,51.910,4.410
9481,53.073,6.577
9629,53.272,6.841
5835,51.673,5.934
1967,52.498,4.693
7851,52.797,6.733
8453,52.948,5.954
3543,52.104,5.046
4271,51.733,4.963
3441,52.086,4.885
9982,53.416,6.727
5631,51.461,5.494
8802,53.194,5.540
7983,52.858,6.264
5768,51.343,5.883
8806,53.149,5.487
5844,51.604,5.917
8507,52.922,5.826
7371,52.119,6.025
5056,51.585,5.142
9737,53.248,6.589
1976,52.456,4.578
8746,53.080,5.452
4471,51.534,3.815
8271,52.566,5.937
1433,52.235,4.751
4288,51.787,5.008
9089,53.140,5.782
4204,51.837,4.956
7332,52.198,5.980
3043,51.940,4.427
7242,52.157,6.404
9738,53.246,6.569
4341,51.505,3.679
6086,51.263,5.988
1787,52.896,4.738
2362,52.192,4.543
6685,51.887,5.929
7621,52.297,6.743
6372,50.888,6.016
3902,52.029,5.570
7842,52.771,6.818
4879,51.561,4.619
7821,52.771,6.912
5611,51.437,5.480
9791,53.277,6.696
9752,53.170,6.598
4117,51.899,5.350
3012,51.919,4.476
3527,52.077,5.093
6045,51.177,6.005
6065,51.127,5.948
9998,53.383,6.621
9486,53.034,6.571
6252,50.805,5.765
7044,51.884,6.266
7603,52.369,6.685
4539,51.298,3.876
4331,51.500,3.614
1562,52.506,4.759
4321,51.687,3.891
4529,51.248,3.452
3852,52.298,5.650
9677,53.157,7.011
3197,51.879,4.273
7642,52.354,6.586
5827,51.619,5.976
5142,51.690,5.083
4927,51.684,4.747
2841,51.991,4.666
6846,51.954,5.843
9013,53.083,5.748
4691,51.534,4.216
5248,51.706,5.384
3951,52.066,5.372
8391,52.888,6.143
8471,52.874,5.998
3461,52.063,4.917
5025,51.549,5.069
9658,53.052,6.803
5432,51.739,5.861
5932,51.334,6.152
